1002510,EMB-135-BJ,500,436,10/17/2006 01:06
1002515,H4000,10,180,12/11/2006 22:36
1002516,H4000,25,250,12/11/2006 22:36
1002517,H4000,75,356,12/11/2006 22:36
1002518,H4000,100,410,12/11/2006 22:36
1002519,H4000,250,450,12/11/2006 22:36
1002520,H4000,500,467,12/11/2006 22:36
1002525,DA-2000EX,10,200,02/07/2007 01:34
1002526,DA-2000EX,50,250,02/07/2007 01:34
1002527,DA-2000EX,75,350,02/07/2007 01:34
1002528,DA-2000EX,100,420,02/07/2007 01:34
1002529,DA-2000EX,250,460,02/07/2007 01:34
1002530,DA-2000EX,500,460,02/07/2007 01:34
1002545,CL-300,10,200,02/22/2007 01:21
1002546,CL-300,50,300,02/22/2007 01:21
1002547,CL-300,75,380,02/22/2007 01:21
1002548,CL-300,100,400,02/22/2007 01:21
1002549,CL-300,250,440,02/22/2007 01:21
1002550,CL-300,500,465,02/22/2007 01:21
1002555,IAI-1125A,10,200,03/15/2007 01:34
1002556,IAI-1125A,50,250,03/15/2007 01:34
1002557,IAI-1125A,75,350,03/15/2007 01:34
1002558,IAI-1125A,100,420,03/15/2007 01:34
1002559,IAI-1125A,250,440,03/15/2007 01:34
1002560,IAI-1125A,500,440,03/15/2007 01:34
1002565,BD-700-1A11,10,200,05/19/2007 03:08
1002566,BD-700-1A11,50,250,05/19/2007 03:08
1002567,BD-700-1A11,75,350,05/19/2007 03:08
1002568,BD-700-1A11,100,420,05/19/2007 03:08
1002569,BD-700-1A11,250,460,05/19/2007 03:08
1002570,BD-700-1A11,500,460,05/19/2007 03:08
1002575,DA-900C,10,200,06/23/2007 02:23
1002576,DA-900C,25,287,06/23/2007 02:23
1002577,DA-900C,50,391,06/23/2007 02:23
1002578,DA-900C,100,443,06/23/2007 02:23
1002579,DA-900C,250,451,06/23/2007 02:23
1002580,DA-900C,500,451,06/23/2007 02:23
1002585,HS-125-900XP,10,220,09/19/2007 01:38
1002586,HS-125-900XP,25,290,09/19/2007 01:38
1002587,HS-125-900XP,50,342,09/19/2007 01:38
1002588,HS-125-900XP,100,385,09/19/2007 01:38
1002589,HS-125-900XP,250,422,09/19/2007 01:38
1002590,HS-125-900XP,500,427,09/19/2007 01:38
1002595,LR-40,10,200,10/18/2007 01:38
1002596,LR-40,25,287,10/18/2007 01:38
1002597,LR-40,50,391,10/18/2007 01:38
